"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"325","Cāmarājēndra Śatakaṁ","

        Literature. 1 Printed Book. Original reference number: 192.

                  
            
              
              View images from this file (44)
            
          
              ","EAP673/1/325","44 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_325/1.jp2/full/!600,300/0/default.jpg"
"326","Vanaspati Śāstra","

        Literature. 1 Printed Book. Original reference number: 194.

                  
            
              
              View images from this file (150)
            
          
              ","EAP673/1/326","150 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_326/1.jp2/full/!600,300/0/default.jpg"
"327","Kaigārike","

        Literature. 1 Printed Book. Original reference number: 201.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/1/327","72 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_327/1.jp2/full/!600,300/0/default.jpg"
"328","Maisūru Ahalya Bāyī Holkari Caritre","

        History. 1 Printed Book. Original reference number: 203.

                  
            
              
              View images from this file (26)
            
          
              ","EAP673/1/328","26 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_328/1.jp2/full/!600,300/0/default.jpg"
"329","Karṇāṭaka Udbiju Śāstra","

        General. 1 Printed Book. Original reference number: 205.

                  
            
              
              View images from this file (110)
            
          
              ","EAP673/1/329","110 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_329/1.jp2/full/!600,300/0/default.jpg"
"330","Adbuta Rāmāyaṇaṁ","

        Literature. 1 Printed Book. Original reference number: 215.

                  
            
              
              View images from this file (100)
            
          
              ","EAP673/1/330","100 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_330/1.jp2/full/!600,300/0/default.jpg"
"331","Kadamba Purāṇavu","

        Puranam. 1 Printed Book. Original reference number: 219.

                  
            
              
              View images from this file (30)
            
          
              ","EAP673/1/331","30 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_331/1.jp2/full/!600,300/0/default.jpg"
"332","Indrasabhā Nāṭakavu","

        Folk Literature. 1 Printed Book. Original reference number: 225.

                  
            
              
              View images from this file (78)
            
          
              ","EAP673/1/332","78 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_332/1.jp2/full/!600,300/0/default.jpg"
"333","Viśvakarma Purānāntargata Vāda Sūrya Vivāhavu","

        General. 1 Printed Book. Original reference number: 229.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/1/333","36 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_333/1.jp2/full/!600,300/0/default.jpg"
"334","Naḷadamayanti Puṇyacaritraṁ","

        Literature. 1 Printed Book. Original reference number: 235.

                  
            
              
              View images from this file (58)
            
          
              ","EAP673/1/334","58 TIFF images","File","Kannada","Kannada","[1860]","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_334/1.jp2/full/!600,300/0/default.jpg"
"335","Anubhava Mudreyu Emba Śivānubhava Śāstravu","

        Saiva Literature. 1 Printed Book. Original reference number: 244.

                  
            
              
              View images from this file (119)
            
          
              ","EAP673/1/335","119 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_335/1.jp2/full/!600,300/0/default.jpg"
"336","Kumārarāmananāṭaka","

        Folk Literature. 1 Printed Book. Original reference number: 246.

                  
            
              
              View images from this file (78)
            
          
              ","EAP673/1/336","78 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_336/1.jp2/full/!600,300/0/default.jpg"
"337","Caturviśati Tīrthaṅkara Laghupurāṇa","

        Puranam. 1 Printed Book. Original reference number: 259.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/1/337","50 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_337/1.jp2/full/!600,300/0/default.jpg"
"338","Purilīlāmr̥Ta Sāra Athavā Daśāvatāra Stōtra","

        General. 1 Printed Book. Original reference number: 293.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/1/338","50 TIFF images","File","Kannada","Kannada","1883","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_338/1.jp2/full/!600,300/0/default.jpg"
"339","Kaivalyavya Ya Pravartaka Sāravu","

        General. 1 Printed Book. Original reference number: 296.

                  
            
              
              View images from this file (112)
            
          
              ","EAP673/1/339","112 TIFF images","File","Kannada","Kannada","1883","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_339/1.jp2/full/!600,300/0/default.jpg"
"340","Ēḷanē Āśvāsakke ṭīke","

        General. 1 Printed Book. Original reference number: 297.

                  
            
              
              View images from this file (202)
            
          
              ","EAP673/1/340","202 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_340/1.jp2/full/!600,300/0/default.jpg"
"341","Śrī Bōjamahārāyana","

        Literature. 1 Printed Book. Original reference number: 301.

                  
            
              
              View images from this file (220)
            
          
              ","EAP673/1/341","220 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_341/1.jp2/full/!600,300/0/default.jpg"
"342","Pativratā Mahātmeyu","

        Literature. 1 Printed Book. Original reference number: 308.

                  
            
              
              View images from this file (98)
            
          
              ","EAP673/1/342","98 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_342/1.jp2/full/!600,300/0/default.jpg"
"343","Puṣphasaurabha Kate","

        Fiction. 1 Printed Book. Original reference number: 310.

                  
            
              
              View images from this file (170)
            
          
              ","EAP673/1/343","170 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_343/1.jp2/full/!600,300/0/default.jpg"
"344","Maunadhāriṇi Kate","

        Fiction. 1 Printed Book. Original reference number: 312.

                  
            
              
              View images from this file (148)
            
          
              ","EAP673/1/344","148 TIFF images","File","Kannada","Kannada","1901","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_344/1.jp2/full/!600,300/0/default.jpg"
